"Target gene symbol","Target gene ID","Target gene type3prime_overlapping_nMt_rRNAMt_tRNATECantisense_RNAbidirectional_promotlincRNAmacro_lncRNAmiRNAmisc_RNAprocessed_transcriptprotein_codingrRNAsense_intronicsense_overlappingsnRNAsnoRNA","ProtocolPAR-CLIP,MiClipPAR-CLIP,PARalyzerPAR-CLIP,Piranha_0.01iCLIP,CIMSiCLIP,Piranha_0.01iCLIP,PureCLIP","Target gene exp. level","Binding site records"
"RRP1","ENSG00000160214","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RSAD1","ENSG00000136444","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RSL1D1","ENSG00000171490","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RTCB","ENSG00000100220","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RTN4RL1","ENSG00000185924","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RYK","ENSG00000163785","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"S100A9","ENSG00000163220","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SCARB2","ENSG00000138760","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SCRT1","ENSG00000261678","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SDF2L1","ENSG00000128228","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SEC22A","ENSG00000121542","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SEL1L","ENSG00000071537","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SENP3-EIF4A1","ENSG00000277957","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SEPT5","ENSG00000184702","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SESN2","ENSG00000130766","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SETD1A","ENSG00000099381","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SF3B5","ENSG00000169976","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SFN","ENSG00000175793","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SGPP1","ENSG00000126821","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SGTA","ENSG00000104969","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SH2D4A","ENSG00000104611","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SHISA5","ENSG00000164054","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SIAH2","ENSG00000181788","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SIRT1","ENSG00000096717","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SIX1","ENSG00000126778","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SKP1","ENSG00000113558","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC1A4","ENSG00000115902","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC22A4","ENSG00000197208","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC25A10","ENSG00000183048","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC30A1","ENSG00000170385","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC35B4","ENSG00000205060","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC35E3","ENSG00000175782","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC35F3","ENSG00000183780","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLC6A18","ENSG00000164363","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SLX4","ENSG00000188827","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SMARCC1","ENSG00000173473","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SMYD5","ENSG00000135632","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SNX8","ENSG00000106266","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SOBP","ENSG00000112320","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SPC25","ENSG00000152253","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SPRR2G","ENSG00000159516","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SRRD","ENSG00000100104","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SRSF1","ENSG00000136450","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"STAM2","ENSG00000115145","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"STK10","ENSG00000072786","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"STS","ENSG00000101846","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SYNCRIP","ENSG00000135316","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"SYNE1","ENSG00000131018","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TADA1","ENSG00000152382","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TAF6L","ENSG00000162227","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TAP1","ENSG00000168394","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TBC1D25","ENSG00000068354","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TBX1","ENSG00000184058","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TCEA2","ENSG00000171703","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TCF25","ENSG00000141002","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TELO2","ENSG00000100726","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TENM3","ENSG00000218336","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TERF2","ENSG00000132604","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"THAP12","ENSG00000137492","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"THEM6","ENSG00000130193","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"THOC5","ENSG00000100296","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"THSD4","ENSG00000187720","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"THUMPD1","ENSG00000066654","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TIPARP","ENSG00000163659","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TLNRD1","ENSG00000140406","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMED3","ENSG00000166557","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM110","ENSG00000213533","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM132D","ENSG00000151952","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM167B","ENSG00000215717","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM184C","ENSG00000164168","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM189-UBE2V1","ENSG00000124208","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM38A","ENSG00000072954","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM41A","ENSG00000163900","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMEM47","ENSG00000147027","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TMX4","ENSG00000125827","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TNFRSF21","ENSG00000146072","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TNFSF9","ENSG00000125657","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TNPO1","ENSG00000083312","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TOMM22","ENSG00000100216","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TOMM70","ENSG00000154174","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TOP1","ENSG00000198900","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRAIP","ENSG00000183763","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRIAP1","ENSG00000170855","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRIM44","ENSG00000166326","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRIM47","ENSG00000132481","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRIP6","ENSG00000087077","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRMT10C","ENSG00000174173","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRMT5","ENSG00000126814","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TRMT61A","ENSG00000166166","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TSC22D4","ENSG00000166925","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TSPYL1","ENSG00000189241","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TTBK2","ENSG00000128881","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TTC4","ENSG00000243725","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TTL","ENSG00000114999","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TTN","ENSG00000155657","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TUFM","ENSG00000178952","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"TWNK","ENSG00000107815","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"UBE2J1","ENSG00000198833","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"UBQLN2","ENSG00000188021","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"UBQLN4","ENSG00000160803","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"UBXN11","ENSG00000158062","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ULK1","ENSG00000177169","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"UPF3B","ENSG00000125351","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"URGCP-MRPS24","ENSG00000270617","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"USB1","ENSG00000103005","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"UTP3","ENSG00000132467","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"VAMP3","ENSG00000049245","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"VPS53","ENSG00000141252","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"WBP11","ENSG00000084463","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"WDR33","ENSG00000136709","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"WDR46","ENSG00000227057","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"WDR5","ENSG00000196363","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"WHRN","ENSG00000095397","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"WNT6","ENSG00000115596","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"XKR7","ENSG00000260903","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"XKR8","ENSG00000158156","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"XYLT1","ENSG00000103489","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"YARS2","ENSG00000139131","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"YIPF4","ENSG00000119820","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"YKT6","ENSG00000106636","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZBTB11","ENSG00000066422","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZBTB3","ENSG00000185670","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZBTB41","ENSG00000177888","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZBTB5","ENSG00000168795","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZFP91","ENSG00000186660","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF175","ENSG00000105497","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF275","ENSG00000063587","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF319","ENSG00000166188","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF367","ENSG00000165244","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF394","ENSG00000160908","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF408","ENSG00000175213","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF480","ENSG00000198464","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF675","ENSG00000197372","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF70","ENSG00000187792","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF701","ENSG00000167562","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF770","ENSG00000198146","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF776","ENSG00000152443","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZNF852","ENSG00000178917","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ZSWIM5","ENSG00000162415","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GAS5","ENSG00000234741","processed_transcript","PAR-CLIP,Piranha_0.01","","136"
"MIR663AHG","ENSG00000227195","processed_transcript","PAR-CLIP,Piranha_0.01","","107"
"SNHG1","ENSG00000255717","processed_transcript","PAR-CLIP,Piranha_0.01","","42"
"LINC00963","ENSG00000204054","processed_transcript","PAR-CLIP,Piranha_0.01","","40"
"CASC19","ENSG00000254166","processed_transcript","PAR-CLIP,Piranha_0.01","","39"
"SNHG17","ENSG00000196756","processed_transcript","PAR-CLIP,Piranha_0.01","","23"
"H19","ENSG00000130600","processed_transcript","PAR-CLIP,Piranha_0.01","","21"
"AL391244.1","ENSG00000224870","processed_transcript","PAR-CLIP,Piranha_0.01","","15"
"SNHG26","ENSG00000228649","processed_transcript","PAR-CLIP,Piranha_0.01","","12"
"LRRC75A-AS1","ENSG00000175061","processed_transcript","PAR-CLIP,Piranha_0.01","","10"
"SNHG5","ENSG00000203875","processed_transcript","PAR-CLIP,Piranha_0.01","","6"
"SNHG20","ENSG00000234912","processed_transcript","PAR-CLIP,Piranha_0.01","","5"
"GUSBP11","ENSG00000228315","processed_transcript","PAR-CLIP,Piranha_0.01","","4"
"LINC01128","ENSG00000228794","processed_transcript","PAR-CLIP,Piranha_0.01","","4"
"LINC01578","ENSG00000272888","processed_transcript","PAR-CLIP,Piranha_0.01","","4"
"SLC9A3-AS1","ENSG00000225138","processed_transcript","PAR-CLIP,Piranha_0.01","","4"
"SNHG14","ENSG00000224078","processed_transcript","PAR-CLIP,Piranha_0.01","","4"
"DNAH17-AS1","ENSG00000267432","processed_transcript","PAR-CLIP,Piranha_0.01","","3"
"LINC01278","ENSG00000235437","processed_transcript","PAR-CLIP,Piranha_0.01","","3"
"UCA1","ENSG00000214049","processed_transcript","PAR-CLIP,Piranha_0.01","","3"
"AC009292.2","ENSG00000259410","processed_transcript","PAR-CLIP,Piranha_0.01","","2"
"DISC1FP1","ENSG00000261645","processed_transcript","PAR-CLIP,Piranha_0.01","","2"
"AC012531.2","ENSG00000273046","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"AC060766.7","ENSG00000267745","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"AC068473.3","ENSG00000267287","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"AP000347.2","ENSG00000273000","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"BX322557.1","ENSG00000215447","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"LINC01121","ENSG00000205054","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"STAG3L5P-PVRIG2P-PIL","ENSG00000272752","processed_transcript","PAR-CLIP,Piranha_0.01","","1"
"MT-TF","ENSG00000210049","Mt_tRNA","PAR-CLIP,Piranha_0.01","","3"
"MT-TI","ENSG00000210100","Mt_tRNA","PAR-CLIP,Piranha_0.01","","3"
"MT-TL1","ENSG00000209082","Mt_tRNA","PAR-CLIP,Piranha_0.01","","3"
"MT-TL2","ENSG00000210191","Mt_tRNA","PAR-CLIP,Piranha_0.01","","3"
"MT-TH","ENSG00000210176","Mt_tRNA","PAR-CLIP,Piranha_0.01","","1"
"MT-TP","ENSG00000210196","Mt_tRNA","PAR-CLIP,Piranha_0.01","","1"
"MT-RNR2","ENSG00000210082","Mt_rRNA","PAR-CLIP,Piranha_0.01","","56"
"MT-RNR1","ENSG00000211459","Mt_rRNA","PAR-CLIP,Piranha_0.01","","25"
"7SK","ENSG00000202198","misc_RNA","PAR-CLIP,Piranha_0.01","","5"
"RN7SL1","ENSG00000276168","misc_RNA","PAR-CLIP,Piranha_0.01","","5"
"RNY1","ENSG00000201098","misc_RNA","PAR-CLIP,Piranha_0.01","","4"
"TUG1_3","ENSG00000276965","misc_RNA","PAR-CLIP,Piranha_0.01","","4"
"NEAT1_2","ENSG00000278050","misc_RNA","PAR-CLIP,Piranha_0.01","","3"
"Vault","ENSG00000278815","misc_RNA","PAR-CLIP,Piranha_0.01","","3"
"VTRNA1-1","ENSG00000199990","misc_RNA","PAR-CLIP,Piranha_0.01","","3"
"NEAT1_1","ENSG00000278144","misc_RNA","PAR-CLIP,Piranha_0.01","","2"
"Telomerase-vert","ENSG00000277925","misc_RNA","PAR-CLIP,Piranha_0.01","","2"
"TUG1_2","ENSG00000276057","misc_RNA","PAR-CLIP,Piranha_0.01","","2"
"RN7SKP185","ENSG00000199683","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"RN7SKP37","ENSG00000201364","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"RN7SKP9","ENSG00000201793","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"RN7SL2","ENSG00000274012","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"RN7SL559P","ENSG00000240750","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"VTRNA1-2","ENSG00000202111","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"VTRNA1-3","ENSG00000202515","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"ZNFX1-AS1_2","ENSG00000274760","misc_RNA","PAR-CLIP,Piranha_0.01","","1"
"MIR423","ENSG00000283935","miRNA","PAR-CLIP,Piranha_0.01","","6"
"MIR10A","ENSG00000284038","miRNA","PAR-CLIP,Piranha_0.01","","4"
"MIR10B","ENSG00000207744","miRNA","PAR-CLIP,Piranha_0.01","","4"
"MIR182","ENSG00000207990","miRNA","PAR-CLIP,Piranha_0.01","","4"
"MIR181A2","ENSG00000207595","miRNA","PAR-CLIP,Piranha_0.01","","3"
"MIR22","ENSG00000283824","miRNA","PAR-CLIP,Piranha_0.01","","3"
"MIR92B","ENSG00000284586","miRNA","PAR-CLIP,Piranha_0.01","","3"
"MIR100","ENSG00000207994","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR1248","ENSG00000283958","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR21","ENSG00000284190","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR27B","ENSG00000207864","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR320A","ENSG00000208037","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR3609","ENSG00000266019","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR3614","ENSG00000284542","miRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR3651","ENSG00000281156","miRNA","PAR-CLIP,Piranha_0.01","","2"
"hsa-mir-3607","ENSG00000284078","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR125A","ENSG00000208008","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR148A","ENSG00000199085","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR183","ENSG00000207691","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR184","ENSG00000207695","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR203A","ENSG00000207568","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR205","ENSG00000284485","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR222","ENSG00000207725","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR30E","ENSG00000198974","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR3976","ENSG00000272380","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR4751","ENSG00000283842","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR6087","ENSG00000275110","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR6516","ENSG00000284250","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIR664A","ENSG00000281696","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIRLET7D","ENSG00000199133","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIRLET7E","ENSG00000198972","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MIRLET7G","ENSG00000199150","miRNA","PAR-CLIP,Piranha_0.01","","1"
"MALAT1","ENSG00000251562","lincRNA","PAR-CLIP,Piranha_0.01","","32"
"LINC00473","ENSG00000223414","lincRNA","PAR-CLIP,Piranha_0.01","","25"
"NEAT1","ENSG00000245532","lincRNA","PAR-CLIP,Piranha_0.01","","16"
"NORAD","ENSG00000260032","lincRNA","PAR-CLIP,Piranha_0.01","","13"
"AC106869.1","ENSG00000234690","lincRNA","PAR-CLIP,Piranha_0.01","","12"
"SNHG25","ENSG00000266402","lincRNA","PAR-CLIP,Piranha_0.01","","10"
"RMRP","ENSG00000269900","lincRNA","PAR-CLIP,Piranha_0.01","","8"
"AL627171.2","ENSG00000282885","lincRNA","PAR-CLIP,Piranha_0.01","","6"
"EBLN3P","ENSG00000281649","lincRNA","PAR-CLIP,Piranha_0.01","","5"
"AC239800.3","ENSG00000263590","lincRNA","PAR-CLIP,Piranha_0.01","","4"
"JPX","ENSG00000225470","lincRNA","PAR-CLIP,Piranha_0.01","","4"
"AC012313.1","ENSG00000232098","lincRNA","PAR-CLIP,Piranha_0.01","","3"
"AL356488.2","ENSG00000270066","lincRNA","PAR-CLIP,Piranha_0.01","","3"
"LINC00877","ENSG00000241163","lincRNA","PAR-CLIP,Piranha_0.01","","3"
"MIR9-3HG","ENSG00000255571","lincRNA","PAR-CLIP,Piranha_0.01","","3"
"MIRLET7BHG","ENSG00000197182","lincRNA","PAR-CLIP,Piranha_0.01","","3"
"Z93241.1","ENSG00000270022","lincRNA","PAR-CLIP,Piranha_0.01","","3"
"AC007402.1","ENSG00000231918","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AC009975.2","ENSG00000282998","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AC025810.1","ENSG00000260042","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AC092650.1","ENSG00000230773","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AC103702.2","ENSG00000272763","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AL049796.1","ENSG00000260464","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AL139220.2","ENSG00000230615","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"LINC00205","ENSG00000223768","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"LINC00616","ENSG00000248307","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"LINC01123","ENSG00000204588","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"LINC01501","ENSG00000229613","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"LINC01510","ENSG00000231210","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"MIR4527HG","ENSG00000267761","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"SERPINB9P1","ENSG00000230438","lincRNA","PAR-CLIP,Piranha_0.01","","2"
"AC005224.1","ENSG00000231595","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC005261.2","ENSG00000268205","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC005261.4","ENSG00000268713","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC005332.8","ENSG00000277476","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC006449.6","ENSG00000277969","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC007100.1","ENSG00000271955","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC007879.3","ENSG00000234902","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC008014.1","ENSG00000257261","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC008568.1","ENSG00000229855","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC011306.1","ENSG00000272180","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC011416.4","ENSG00000283897","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC019069.1","ENSG00000272711","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC019211.1","ENSG00000239498","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC022523.1","ENSG00000259199","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC048341.2","ENSG00000257354","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC073046.1","ENSG00000235499","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC079763.1","ENSG00000233960","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC084082.1","ENSG00000253190","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC087645.2","ENSG00000267737","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC087857.1","ENSG00000229642","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC093772.1","ENSG00000248491","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC112206.2","ENSG00000249364","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AC128685.1","ENSG00000241168","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AF241725.1","ENSG00000237527","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL050344.1","ENSG00000233755","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL078590.2","ENSG00000231971","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL109935.2","ENSG00000266908","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL109954.1","ENSG00000260202","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL136115.2","ENSG00000269967","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL138781.1","ENSG00000260193","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL139254.1","ENSG00000226487","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL157832.3","ENSG00000283141","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL161716.1","ENSG00000271901","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL356479.1","ENSG00000228971","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL450423.1","ENSG00000273919","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL589740.1","ENSG00000271860","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"AL611929.1","ENSG00000234768","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"ELFN1-AS1","ENSG00000236081","lincRNA","PAR-CLIP,Piranha_0.01","","1"
"FENDRR","ENSG00000268388","lincRNA","PAR-CLIP,Piranha_0.01","","1"
